"codigo_ocorrencia","codigo_ocorrencia2","ocorrencia_classificacao","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_hora","total_recomendacoes"
"46347","46347","INCIDENTE","JUNDIAÍ","SP","SBJD","8/12/2012","15:15:00","0"
"46281","46281","INCIDENTE GRAVE","MANAUS","AM","SWFN","8/10/2012","12:20:00","1"
"52062","52062","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","8/9/2012","19:12:00","0"
"46261","46261","ACIDENTE","PORTO SEGURO","BA","SBPS","8/8/2012","18:50:00","1"
"46280","46280","INCIDENTE GRAVE","SÃO SEPÉ","RS","***","8/8/2012","20:00:00","0"
"46299","46299","INCIDENTE","TATUÍ","SP","SDTF","8/8/2012","15:00:00","0"
"46300","46300","INCIDENTE","MOSSORÓ","RN","SBMS","8/8/2012","14:30:00","2"
"46681","46681","INCIDENTE","BELÉM","PA","SBBE","8/8/2012","22:59:00","0"
"52061","52061","INCIDENTE","MANAUS","AM","SBEG","8/8/2012","10:32:00","0"
"46219","46219","INCIDENTE","BRASÍLIA","DF","SBBR","8/6/2012","22:02:00","4"
"46682","46682","INCIDENTE","SALVADOR","BA","SBSV","8/6/2012","12:15:00","0"
"46199","46199","ACIDENTE","TEFÉ","AM","***","8/5/2012","15:00:00","3"
"46209","46209","INCIDENTE GRAVE","ALTAMIRA","PA","***","8/4/2012","10:10:00","2"
"46522","46522","INCIDENTE","SOROCABA","SP","SDCO","8/4/2012","23:00:00","0"
"46216","46216","INCIDENTE","JUNDIAÍ","SP","SBJD","8/3/2012","20:00:00","0"
"46200","46200","ACIDENTE","GOIÂNIA","GO","SBNV","8/2/2012","12:40:00","0"
"46201","46201","ACIDENTE","ALTO ALEGRE","RR","***","8/1/2012","16:20:00","1"
"46217","46217","INCIDENTE","BRASÍLIA","DF","***","8/1/2012","10:33:00","0"
"46218","46218","INCIDENTE","BELO HORIZONTE","MG","SBBH","8/1/2012","12:49:00","0"
"46213","46213","INCIDENTE","CURITIBA","PR","***","7/31/2012","12:21:00","0"
"46215","46215","INCIDENTE","MACAÉ","RJ","***","7/30/2012","16:15:00","0"
"46188","46188","INCIDENTE GRAVE","JUNDIAÍ","SP","SBJD","7/29/2012","14:46:00","0"
"46195","46195","INCIDENTE","SÃO PAULO","SP","***","7/29/2012","15:05:00","0"
"46173","46173","ACIDENTE","IPIGUÁ","SP","***","7/28/2012","16:30:00","0"
"46198","46198","INCIDENTE","PIRACICABA","SP","SDPW","7/28/2012","16:00:00","0"
"46202","46202","ACIDENTE","JUIZ DE FORA","MG","***","7/28/2012","10:45:00","1"
"52060","52060","INCIDENTE","NAVIRAÍ","MS","SSNB","7/28/2012","19:00:00","0"
"46211","46211","INCIDENTE","PARAUAPEBAS","PA","SBCJ","7/26/2012","17:20:00","0"
"46212","46212","INCIDENTE","CURITIBA","PR","SBCT","7/26/2012","23:10:00","0"
"46339","46339","ACIDENTE","CARAGUATATUBA","SP","***","7/26/2012","12:00:00","0"
"46210","46210","INCIDENTE","MACAÉ","RJ","***","7/25/2012","16:20:00","0"
"46171","46171","ACIDENTE","MARICÁ","RJ","***","7/24/2012","19:15:00","0"
"46172","46172","ACIDENTE","RIO DE JANEIRO","RJ","***","7/24/2012","19:10:00","1"
"46194","46194","INCIDENTE","MACAÉ","RJ","***","7/24/2012","13:40:00","0"
"46181","46181","INCIDENTE GRAVE","JUNDIAÍ","SP","SBJD","7/23/2012","19:00:00","0"
"46193","46193","INCIDENTE","UIRAMUTÃ","RR","***","7/23/2012","13:20:00","0"
"46170","46170","ACIDENTE","BEBEDOURO","SP","SDBB","7/22/2012","16:00:00","2"
"46214","46214","INCIDENTE","MACAÉ","RJ","***","7/22/2012","19:21:00","0"
"46187","46187","INCIDENTE GRAVE","BARRO DURO","PI","***","7/21/2012","11:35:00","4"
"46192","46192","INCIDENTE","DOURADOS","MS","SSDO","7/20/2012","10:02:00","0"
"46653","46653","INCIDENTE","CAMPINAS","SP","***","7/17/2012","23:14:00","0"
"46671","46671","INCIDENTE","BOA VISTA","RR","SBBV","7/17/2012","12:20:00","0"
"46179","46179","ACIDENTE","SANTA FÉ DO SUL","SP","SILT","7/16/2012","12:00:00","0"
"46191","46191","INCIDENTE","MACAÉ","RJ","SBME","7/16/2012","11:42:00","0"
"46190","46190","INCIDENTE","LONDRINA","PR","SBLO","7/15/2012","18:37:00","0"
"46153","46153","ACIDENTE","UAUÁ","BA","***","7/14/2012","14:40:00","0"
"46160","46160","INCIDENTE","CARAUARI","AM","***","7/13/2012","11:40:00","0"
"46189","46189","INCIDENTE","SÃO PAULO","SP","***","7/13/2012","18:50:00","0"
"46152","46152","ACIDENTE","ANGRA DOS REIS","RJ","***","7/12/2012","20:15:00","1"
"46154","46154","INCIDENTE GRAVE","UBERABA","MG","SBUR","7/12/2012","19:32:00","0"
"46159","46159","INCIDENTE","SÃO PAULO","SP","SBMT","7/11/2012","19:50:00","0"
"46305","46305","ACIDENTE","SÃO PAULO","SP","***","7/11/2012","13:17:00","3"
"46098","46098","INCIDENTE","BELO HORIZONTE","MG","***","7/10/2012","20:25:00","0"
"46092","46092","ACIDENTE","BOITUVA","SP","***","7/9/2012","17:00:00","7"
"46105","46105","INCIDENTE","CAMPINAS","SP","SBKP","7/9/2012","22:55:00","0"
"46196","46196","INCIDENTE","OSÓRIO","RS","SSOS","7/9/2012","12:00:00","0"
"46094","46094","ACIDENTE","ALTO GARÇAS","MT","***","7/7/2012","14:30:00","0"
"46178","46178","ACIDENTE","GENERAL CARNEIRO","MT","***","7/7/2012","9:20:00","0"
"46093","46093","ACIDENTE","ESPINOSA","MG","***","7/6/2012","13:50:00","2"
"46157","46157","INCIDENTE","PORTO ALEGRE","RS","***","7/6/2012","13:11:00","0"
"46161","46161","INCIDENTE","GUARULHOS","SP","***","7/6/2012","9:30:00","0"
"46095","46095","ACIDENTE","NOVA UBIRATÃ","MT","***","7/4/2012","14:35:00","0"
"46073","46073","INCIDENTE","GUARULHOS","SP","***","7/3/2012","2:55:00","0"
"46110","46110","INCIDENTE","GOIÂNIA","GO","SBGO","7/3/2012","9:01:00","0"
"46156","46156","INCIDENTE","GOIÂNIA","GO","SBGO","7/3/2012","11:55:00","0"
"46042","46042","INCIDENTE GRAVE","ARACATU","BA","***","7/2/2012","10:45:00","3"
"46024","46024","INCIDENTE GRAVE","CURITIBA","PR","SBBI","7/1/2012","11:05:00","0"
"46046","46046","INCIDENTE","MARINGÁ","PR","SBMG","7/1/2012","12:30:00","0"
"46036","46036","INCIDENTE","BELÉM","PA","SBJC","6/30/2012","15:51:00","0"
"46043","46043","INCIDENTE GRAVE","MARICÁ","RJ","SDMC","6/30/2012","14:05:00","0"
"46045","46045","ACIDENTE","PRATA","MG","***","6/30/2012","23:00:00","0"
"46096","46096","INCIDENTE","FOZ DO IGUAÇU","PR","SBFI","6/30/2012","13:52:00","0"
"46155","46155","INCIDENTE","RIO DE JANEIRO","RJ","***","6/30/2012","15:40:00","0"
"46019","46019","INCIDENTE","SÃO PAULO","SP","SBSP","6/29/2012","1:35:00","0"
"46038","46038","ACIDENTE","BAURU","SP","SBBU","6/29/2012","17:50:00","0"
"46029","46029","INCIDENTE","COARI","AM","***","6/28/2012","12:00:00","0"
"46197","46197","INCIDENTE","OSÓRIO","RS","SSOS","6/26/2012","17:00:00","0"
"45948","45948","INCIDENTE","JUNDIAÍ","SP","SBJD","6/25/2012","15:18:00","0"
"45949","45949","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","6/24/2012","11:40:00","0"
"45960","45960","INCIDENTE","BELO HORIZONTE","MG","SBBH","6/23/2012","19:01:00","0"
"46158","46158","INCIDENTE","BELÉM","PA","SBJC","6/23/2012","11:50:00","0"
"45937","45937","ACIDENTE","CANARANA","MT","SWEK","6/22/2012","14:00:00","0"
"45959","45959","INCIDENTE","BELO HORIZONTE","MG","SBBH","6/22/2012","14:32:00","0"
"45973","45973","INCIDENTE","MANAUS","AM","SBEG","6/22/2012","14:30:00","0"
"46022","46022","INCIDENTE","MOGI DAS CRUZES","SP","***","6/22/2012","20:20:00","0"
"46026","46026","INCIDENTE GRAVE","BRASÍLIA","DF","SIQE","6/22/2012","12:30:00","1"
"46106","46106","INCIDENTE","VITÓRIA","ES","SBVT","6/22/2012","12:28:00","0"
"45951","45951","INCIDENTE","VITÓRIA","ES","SBVT","6/21/2012","15:00:00","0"
"45952","45952","INCIDENTE","COARI","AM","***","6/21/2012","12:15:00","0"
"45985","45985","INCIDENTE","GUARULHOS","SP","SBGR","6/21/2012","13:55:00","0"
"45935","45935","INCIDENTE","GOIÂNIA","GO","SBGO","6/20/2012","9:10:00","0"
"45938","45938","ACIDENTE","ALTO HORIZONTE","GO","***","6/20/2012","16:15:00","0"
"45947","45947","INCIDENTE","VITÓRIA","ES","***","6/20/2012","14:30:00","0"
"45942","45942","INCIDENTE","ARARAS","SP","SDAA","6/19/2012","13:40:00","0"
"45972","45972","INCIDENTE","CURITIBA","PR","SBBI","6/19/2012","15:00:00","0"
"46116","46116","INCIDENTE","VARGINHA","MG","***","6/19/2012","19:54:00","0"
"45983","45983","INCIDENTE","BELO HORIZONTE","MG","***","6/18/2012","9:16:00","0"
"46032","46032","INCIDENTE","GUARULHOS","SP","SBGR","6/17/2012","13:36:00","0"
"45964","45964","INCIDENTE","SÃO PAULO","SP","SBSP","6/16/2012","13:15:00","0"
"46180","46180","ACIDENTE","AURIFLAMA","SP","***","6/16/2012","19:30:00","0"
"45982","45982","INCIDENTE","BELÉM","PA","SBBE","6/15/2012","0:06:00","0"
"45934","45934","ACIDENTE","PAÇO DO LUMIAR","MA","SJHR","6/14/2012","19:40:00","2"
"45936","45936","ACIDENTE","SINOP","MT","***","6/13/2012","11:50:00","0"
"45945","45945","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","6/13/2012","21:00:00","0"
"45981","45981","INCIDENTE","VÁRZEA GRANDE","MT","SBCY","6/13/2012","10:51:00","0"
"45989","45989","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","6/13/2012","23:00:00","0"
"45931","45931","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBPR","6/12/2012","18:40:00","0"
"45917","45917","INCIDENTE","SALVADOR","BA","SBSV","6/11/2012","19:30:00","0"
"45946","45946","INCIDENTE","CABO FRIO","RJ","SBCB","6/11/2012","14:50:00","0"
"46117","46117","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","6/8/2012","20:55:00","0"
"45943","45943","INCIDENTE","VITÓRIA","ES","SBVT","6/7/2012","12:00:00","0"
"45980","45980","INCIDENTE","SALVADOR","BA","SBSV","6/7/2012","18:24:00","0"
"45914","45914","ACIDENTE","MACAÉ","RJ","SBME","6/6/2012","21:35:00","0"
"45932","45932","INCIDENTE GRAVE","GOIÂNIA","GO","SBGO","6/6/2012","14:05:00","1"
"45918","45918","INCIDENTE","ILHÉUS","BA","SBIL","6/5/2012","18:34:00","0"
"45933","45933","ACIDENTE","BARÃO DE MELGAÇO","MT","***","6/5/2012","20:30:00","0"
"45897","45897","INCIDENTE","JUNDIAÍ","SP","SBJD","6/3/2012","20:28:00","0"
"45899","45899","ACIDENTE","RIO CLARO","SP","SDRK","6/3/2012","19:40:00","0"
"45900","45900","ACIDENTE","SÃO PAULO","SP","SBMT","6/2/2012","12:29:00","1"
"45898","45898","INCIDENTE","JUNDIAÍ","SP","SBJD","6/1/2012","16:54:00","0"
"45901","45901","ACIDENTE","BELÉM","PA","SBJC","6/1/2012","15:08:00","0"
"45904","45904","INCIDENTE","BELO HORIZONTE","MG","SBBH","5/31/2012","0:03:00","0"
"45939","45939","ACIDENTE","UMUARAMA","PR","***","5/30/2012","19:00:00","0"
"45902","45902","ACIDENTE","PONTA GROSSA","PR","SBPG","5/28/2012","20:25:00","0"
"45928","45928","ACIDENTE","DELTA","MG","***","5/27/2012","14:00:00","0"
"45927","45927","ACIDENTE","TATUÍ","SP","SDTF","5/26/2012","12:30:00","0"
"45929","45929","ACIDENTE","BELO HORIZONTE","MG","SBPR","5/26/2012","11:00:00","0"
"45950","45950","INCIDENTE","SÃO PAULO","SP","SBMT","5/26/2012","19:30:00","0"
"45913","45913","ACIDENTE","ALCÂNTARA","MA","***","5/25/2012","20:45:00","0"
"45916","45916","INCIDENTE","RECIFE","PE","SBRF","5/25/2012","18:00:00","0"
"45941","45941","INCIDENTE GRAVE","SALTO DE PIRAPORA","SP","SDBN","5/25/2012","20:15:00","0"
"46701","46701","INCIDENTE","SÃO PAULO","SP","SBSP","5/25/2012","15:40:00","0"
"52240","52240","INCIDENTE GRAVE","CASCAVEL","PR","SBCA","5/25/2012","20:45:00","0"
"45860","45860","INCIDENTE","RIO BRANCO","AC","SBRB","5/24/2012","3:10:00","0"
"45887","45887","INCIDENTE","JUNDIAÍ","SP","SBJD","5/24/2012","19:23:00","0"
"45891","45891","INCIDENTE GRAVE","TOLEDO","PR","SBTD","5/23/2012","11:35:00","0"
"45915","45915","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","5/23/2012","14:30:00","0"
"46049","46049","INCIDENTE GRAVE","ITAPIRANGA","AM","***","5/23/2012","20:20:00","1"
"45889","45889","INCIDENTE","BOTUCATU","SP","SDBK","5/22/2012","13:30:00","0"
"52059","52059","INCIDENTE","RECIFE","PE","SBRF","5/22/2012","13:07:00","0"
"45866","45866","ACIDENTE","DRACENA","SP","***","5/20/2012","19:35:00","1"
"45890","45890","ACIDENTE","IMBITUBA","SC","***","5/20/2012","17:40:00","0"
"45903","45903","INCIDENTE","GOIÂNIA","GO","SBGO","5/20/2012","21:17:00","0"
"45859","45859","INCIDENTE GRAVE","AMARGOSA","BA","SNAZ","5/19/2012","13:40:00","2"
"45861","45861","INCIDENTE","PARNAMIRIM","RN","SBNT","5/19/2012","10:40:00","0"
"45944","45944","INCIDENTE","CAMPINAS","SP","SBKP","5/19/2012","10:28:00","0"
"45857","45857","ACIDENTE","SÃO PAULO","SP","SBMT","5/18/2012","10:17:00","1"
"45862","45862","INCIDENTE","RIBEIRÃO PRETO","SP","***","5/18/2012","17:56:00","0"
"45865","45865","INCIDENTE","ITÁPOLIS","SP","***","5/18/2012","19:45:00","0"
"45867","45867","INCIDENTE GRAVE","SÃO PAULO","SP","***","5/18/2012","15:00:00","0"
"45854","45854","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","5/17/2012","19:40:00","0"
"45895","45895","INCIDENTE","SALVADOR","BA","SBSV","5/17/2012","9:55:00","0"
"45849","45849","INCIDENTE","SÃO JOSÉ DO RIO PRETO","SP","SBSR","5/16/2012","11:00:00","0"
"45856","45856","INCIDENTE GRAVE","PRESIDENTE FIGUEIREDO","AM","***","5/16/2012","19:30:00","0"
"45892","45892","INCIDENTE","CONFINS","MG","SBCF","5/16/2012","17:50:00","0"
"45894","45894","ACIDENTE","AFUÁ","PA","***","5/16/2012","12:10:00","0"
"45829","45829","ACIDENTE","SANTA MARIANA","PR","***","5/10/2012","12:00:00","0"
"45853","45853","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","5/10/2012","14:50:00","0"
"46072","46072","INCIDENTE","UBERABA","MG","SBUR","5/9/2012","10:50:00","0"
"45819","45819","ACIDENTE","PIRANHAS","GO","***","5/8/2012","19:30:00","2"
"45841","45841","INCIDENTE","RIO BRANCO","AC","SBRB","5/7/2012","23:42:00","0"
"46847","46847","ACIDENTE","MARECHAL CÂNDIDO RONDON","PR","SSCR","5/7/2012","20:25:00","2"
"45830","45830","INCIDENTE GRAVE","FORMOSA","GO","SWFR","5/6/2012","19:00:00","0"
"45822","45822","ACIDENTE","PORTO VELHO","RO","***","5/5/2012","11:15:00","0"
"45912","45912","INCIDENTE GRAVE","MUCAJAÍ","RR","SWMV","5/4/2012","19:30:00","0"
"45831","45831","INCIDENTE GRAVE","MARINGÁ","PR","SBMG","5/3/2012","12:00:00","0"
"45833","45833","INCIDENTE GRAVE","MARICÁ","RJ","***","5/3/2012","11:20:00","0"
"46111","46111","INCIDENTE","RECIFE","PE","SBRF","5/3/2012","11:28:00","0"
"45845","45845","INCIDENTE","VITÓRIA","ES","SBVT","5/2/2012","19:50:00","0"
"45850","45850","INCIDENTE","SERRA","ES","***","5/2/2012","19:09:00","0"
"45821","45821","ACIDENTE","LENÇÓIS PAULISTA","SP","***","5/1/2012","17:15:00","2"
"45843","45843","INCIDENTE","GUARULHOS","SP","SBGR","5/1/2012","23:30:00","0"
"45800","45800","INCIDENTE GRAVE","SALVADOR","BA","SBSV","4/30/2012","20:25:00","0"
"46070","46070","INCIDENTE","TEIXEIRA DE FREITAS","BA","SNTF","4/29/2012","20:20:00","0"
"45842","45842","INCIDENTE","MACAPÁ","AP","SBMQ","4/28/2012","14:23:00","0"
"46109","46109","INCIDENTE","RECIFE","PE","SBRF","4/28/2012","11:23:00","0"
"53433","53433","ACIDENTE","MARINGÁ","PR","SSXO","4/28/2012","20:00:00","0"
"45799","45799","ACIDENTE","SÃO SEBASTIÃO DO PASSÉ","BA","***","4/27/2012","12:40:00","1"
"45801","45801","INCIDENTE","GUARULHOS","SP","SBGR","4/27/2012","3:54:00","0"
"45844","45844","INCIDENTE","CONFINS","MG","SBCF","4/27/2012","1:40:00","0"
"45820","45820","ACIDENTE","GUARUJÁ","SP","***","4/26/2012","17:26:00","3"
"45804","45804","INCIDENTE","GOIÂNIA","GO","***","4/25/2012","9:20:00","0"
"46055","46055","INCIDENTE","BELO HORIZONTE","MG","***","4/25/2012","20:24:00","0"
"46068","46068","INCIDENTE","RECIFE","PE","SBRF","4/25/2012","11:26:00","0"
"46048","46048","ACIDENTE","GUARULHOS","SP","SBGR","4/24/2012","16:40:00","1"
"45834","45834","INCIDENTE","PORTO ALEGRE","RS","SBPA","4/23/2012","21:35:00","0"
"45835","45835","INCIDENTE GRAVE","BLUMENAU","SC","SSBL","4/23/2012","13:50:00","0"
"45783","45783","INCIDENTE","CHAVES","PA","***","4/21/2012","12:45:00","0"
"46052","46052","INCIDENTE","COARI","AM","***","4/21/2012","13:05:00","0"
"45757","45757","ACIDENTE","JUNDIAÍ","SP","SBJD","4/20/2012","20:20:00","2"
"45759","45759","ACIDENTE","MACAPÁ","AP","***","4/20/2012","8:55:00","2"
"45778","45778","INCIDENTE","GOIÂNIA","GO","SBGO","4/19/2012","21:45:00","0"
"46053","46053","INCIDENTE","MACAÉ","RJ","SBME","4/18/2012","12:59:00","0"
"45748","45748","ACIDENTE","FORTALEZA","CE","SBFZ","4/16/2012","22:50:00","0"
"45749","45749","ACIDENTE","GUARATINGUETÁ","SP","SBGW","4/15/2012","20:45:00","0"
"45777","45777","INCIDENTE","MANAUS","AM","SBEG","4/15/2012","6:15:00","0"
"45781","45781","INCIDENTE","UBERLÂNDIA","MG","SBUL","4/15/2012","20:40:00","0"
"46056","46056","INCIDENTE","GUAÍBA","RS","***","4/15/2012","12:05:00","0"
"45751","45751","ACIDENTE","ITANHAÉM","SP","***","4/14/2012","15:30:00","2"
"45746","45746","ACIDENTE","FRANCA","SP","***","4/13/2012","20:25:00","0"
"45747","45747","ACIDENTE","CAMPO GRANDE","MS","SSKG","4/13/2012","20:30:00","0"
"45750","45750","ACIDENTE","ITIRAPINA","SP","***","4/13/2012","15:45:00","0"
"45779","45779","INCIDENTE","BRASÍLIA","DF","***","4/12/2012","19:00:00","0"
"45803","45803","INCIDENTE","BELO HORIZONTE","MG","SBBH","4/12/2012","10:30:00","0"
"45752","45752","INCIDENTE GRAVE","BRAGANÇA PAULISTA","SP","SBBP","4/11/2012","12:00:00","4"
"45776","45776","INCIDENTE","GOVERNADOR VALADARES","MG","***","4/11/2012","9:15:00","0"
"47082","47082","INCIDENTE GRAVE","SAPEZAL","MT","***","4/11/2012","11:30:00","0"
"45734","45734","ACIDENTE","TIROS","MG","***","4/6/2012","13:37:00","0"
"45733","45733","ACIDENTE","BELO HORIZONTE","MG","***","4/5/2012","17:00:00","0"
"45755","45755","INCIDENTE GRAVE","CARUARU","PE","SNRU","4/4/2012","10:45:00","0"
"52058","52058","INCIDENTE","BAURU","SP","SBBU","4/4/2012","20:20:00","0"
"45732","45732","ACIDENTE","SORRISO","MT","***","4/3/2012","17:30:00","0"
"45756","45756","INCIDENTE GRAVE","SÃO FÉLIX DO XINGU","PA","***","4/3/2012","14:25:00","2"
"45753","45753","INCIDENTE GRAVE","OURO FINO","MG","SNOF","4/2/2012","16:30:00","0"
"45775","45775","INCIDENTE","SÃO PAULO","SP","***","4/2/2012","18:32:00","0"
"46069","46069","INCIDENTE","GUARULHOS","SP","***","4/1/2012","13:30:00","0"
"45731","45731","ACIDENTE","PALMAS","TO","***","3/31/2012","19:21:00","0"
"45754","45754","INCIDENTE GRAVE","GOIÂNIA","GO","SBNV","3/30/2012","14:30:00","0"
"45774","45774","INCIDENTE","BELO HORIZONTE","MG","SBBH","3/30/2012","13:31:00","0"
"45773","45773","INCIDENTE","SANTA MARIA","RS","***","3/29/2012","20:33:00","0"
"45785","45785","INCIDENTE","COARI","AM","***","3/29/2012","15:20:00","3"
"45780","45780","INCIDENTE","CAMPINAS","SP","***","3/28/2012","19:30:00","0"
"45790","45790","INCIDENTE","CURITIBA","PR","SBBI","3/28/2012","21:40:00","0"
"45791","45791","INCIDENTE","MACAÉ","RJ","SBME","3/28/2012","13:45:00","0"
"45792","45792","INCIDENTE","SÃO PAULO","SP","SBSP","3/27/2012","16:00:00","0"
"45793","45793","INCIDENTE","GOIÂNIA","GO","***","3/27/2012","19:55:00","0"
"45784","45784","INCIDENTE","BELO HORIZONTE","MG","***","3/26/2012","17:45:00","0"
"45797","45797","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","3/26/2012","20:38:00","0"
"46901","46901","ACIDENTE","MANAUS","AM","SBEG","3/26/2012","20:30:00","2"
"52057","52057","INCIDENTE","MACEIÓ","AL","SBMO","3/26/2012","13:19:00","0"
"45651","45651","INCIDENTE GRAVE","ITU","SP","***","3/24/2012","20:45:00","1"
"45794","45794","ACIDENTE","NAVEGANTES","SC","SBNF","3/24/2012","17:40:00","0"
"45730","45730","ACIDENTE","MARICÁ","RJ","SDMC","3/23/2012","16:15:00","0"
"45798","45798","INCIDENTE GRAVE","CHAPECÓ","SC","***","3/23/2012","21:17:00","0"
"45795","45795","INCIDENTE","GOIÂNIA","GO","SBGO","3/22/2012","19:45:00","0"
"45796","45796","INCIDENTE","FORTALEZA","CE","SBFZ","3/22/2012","14:41:00","0"
"46067","46067","INCIDENTE","MACAÉ","RJ","***","3/21/2012","12:50:00","0"
"45686","45686","INCIDENTE","GUARULHOS","SP","***","3/20/2012","16:10:00","0"
"45619","45619","ACIDENTE","SOROCABA","SP","SDCO","3/19/2012","19:18:00","0"
"45652","45652","ACIDENTE","PORTO ALEGRE","RS","***","3/19/2012","14:20:00","0"
"45685","45685","INCIDENTE","CABO FRIO","RJ","SBBZ","3/18/2012","12:20:00","0"
"45864","45864","INCIDENTE","CAMPOS DOS GOYTACAZES","RJ","***","3/17/2012","17:30:00","0"
"45625","45625","INCIDENTE","SANTA MARIA","RS","***","3/16/2012","12:25:00","0"
"45654","45654","INCIDENTE GRAVE","SÃO JOSÉ","SC","SSKT","3/16/2012","21:00:00","0"
"45691","45691","INCIDENTE","FRANCO DA ROCHA","SP","***","3/16/2012","18:40:00","0"
"45692","45692","INCIDENTE","FRANCA","SP","***","3/15/2012","14:35:00","0"
"45729","45729","ACIDENTE","MIRANDA","MS","***","3/15/2012","10:00:00","0"
"45786","45786","INCIDENTE","SALVADOR","BA","SBSV","3/14/2012","12:46:00","0"
"45600","45600","INCIDENTE GRAVE","ESPUMOSO","RS","***","3/13/2012","20:30:00","0"
"45609","45609","INCIDENTE","GOIÂNIA","GO","***","3/13/2012","12:50:00","0"
"45597","45597","ACIDENTE","CAMPO GRANDE","MS","SBCG","3/12/2012","14:38:00","2"
"45611","45611","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","3/12/2012","1:42:00","0"
"45618","45618","ACIDENTE","LUIZ ALVES","SC","***","3/12/2012","17:00:00","1"
"45696","45696","INCIDENTE","CAMPINAS","SP","***","3/11/2012","17:30:00","0"
"45697","45697","INCIDENTE","RIBEIRÃO PRETO","SP","***","3/11/2012","22:42:00","0"
"45612","45612","INCIDENTE","LONDRINA","PR","SBLO","3/10/2012","16:35:00","0"
"45647","45647","INCIDENTE","MACAÉ","RJ","***","3/10/2012","11:48:00","0"
"45694","45694","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","3/10/2012","12:25:00","0"
"45789","45789","INCIDENTE","ILHÉUS","BA","SBIL","3/10/2012","12:30:00","0"
"45677","45677","INCIDENTE","ANÁPOLIS","GO","***","3/9/2012","8:30:00","0"
"45695","45695","INCIDENTE","MACAÉ","RJ","SBME","3/9/2012","11:35:00","0"
"45698","45698","INCIDENTE","FORTALEZA","CE","***","3/9/2012","14:00:00","0"
"45728","45728","INCIDENTE","RIO BRANCO","AC","***","3/8/2012","22:00:00","0"
"45594","45594","ACIDENTE","ITUMBIARA","GO","***","3/7/2012","10:00:00","0"
"45601","45601","INCIDENTE","GUARULHOS","SP","SBGR","3/7/2012","17:40:00","0"
"45624","45624","INCIDENTE","VITÓRIA","ES","***","3/7/2012","11:45:00","0"
"45671","45671","INCIDENTE","PALMAS","TO","SBPJ","3/7/2012","10:50:00","0"
"45596","45596","ACIDENTE","ELISEU MARTINS","PI","***","3/6/2012","12:30:00","2"
"45604","45604","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","3/6/2012","11:31:00","0"
"45670","45670","INCIDENTE","SALVADOR","BA","SBSV","3/6/2012","23:25:00","0"
"45610","45610","INCIDENTE","SÃO JOSÉ DO RIO PRETO","SP","***","3/3/2012","13:00:00","0"
"45706","45706","INCIDENTE","RIO BRANCO","AC","SBRB","3/3/2012","17:35:00","0"
"45711","45711","INCIDENTE","SÃO PAULO","SP","***","3/3/2012","11:30:00","0"
"45526","45526","ACIDENTE","QUERÊNCIA DO NORTE","PR","***","3/2/2012","12:50:00","0"
"45589","45589","ACIDENTE","LINS","SP","SWXQ","3/2/2012","17:35:00","1"
"45707","45707","INCIDENTE","FORTALEZA","CE","SBFZ","3/2/2012","22:12:00","0"
"45727","45727","INCIDENTE","BARRA DO GARÇAS","MT","SBBW","3/1/2012","12:50:00","0"
"45570","45570","ACIDENTE","LUIZ ALVES","SC","***","2/29/2012","11:15:00","0"
"45523","45523","ACIDENTE","ENVIRA","AM","***","2/28/2012","21:30:00","0"
"45573","45573","ACIDENTE","MANAUS","AM","***","2/28/2012","10:15:00","2"
"45522","45522","ACIDENTE","SÃO JOSÉ","SC","SSKT","2/27/2012","21:00:00","0"
"45599","45599","INCIDENTE GRAVE","BRAGANÇA PAULISTA","SP","SBBP","2/27/2012","19:15:00","0"
"45709","45709","INCIDENTE","RIO DE JANEIRO","RJ","***","2/26/2012","15:42:00","0"
"45490","45490","ACIDENTE","BELÉM","PA","***","2/25/2012","11:47:00","1"
"45680","45680","INCIDENTE","CONFINS","MG","SBCF","2/25/2012","20:00:00","0"
"45527","45527","ACIDENTE","CORUPÁ","SC","***","2/24/2012","11:45:00","0"
"45569","45569","ACIDENTE","COSTA RICA","MS","***","2/24/2012","10:30:00","0"
"45653","45653","INCIDENTE GRAVE","GUARULHOS","SP","SBGR","2/24/2012","20:04:00","0"
"45681","45681","INCIDENTE","MANAUS","AM","SBEG","2/23/2012","10:25:00","0"
"45571","45571","ACIDENTE","MARITUBA","PA","***","2/22/2012","13:40:00","9"
"45710","45710","INCIDENTE","SÃO JOSÉ DOS PINHAIS","PR","SBCT","2/22/2012","22:45:00","0"
"45714","45714","INCIDENTE","BELO HORIZONTE","MG","SBBH","2/22/2012","19:35:00","0"
