"codigo_ocorrencia","codigo_ocorrencia2","ocorrencia_classificacao","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_hora","total_recomendacoes"
"51087","51087","INCIDENTE","MANAUS","AM","SWFN","1/2/2014","12:30:00","0"
"52944","52944","INCIDENTE","SÃO PAULO","SP","SBMT","1/2/2014","19:30:00","0"
"50253","50253","ACIDENTE","NOVA PONTE","MG","***","12/31/2013","14:25:00","0"
"50347","50347","ACIDENTE","CARAZINHO","RS","SSKZ","12/30/2013","11:35:00","0"
"50236","50236","ACIDENTE","CANDEIAS DO JAMARI","RO","***","12/29/2013","19:00:00","0"
"50435","50435","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","12/29/2013","20:07:00","0"
"50672","50672","INCIDENTE","PARANAGUÁ","PR","SSPG","12/29/2013","20:45:00","0"
"50673","50673","INCIDENTE","CURITIBA","PR","SBBI","12/29/2013","19:58:00","0"
"50433","50433","INCIDENTE","BAIXO GUANDU","ES","SNBG","12/28/2013","12:45:00","0"
"50434","50434","INCIDENTE","SÃO PAULO","SP","SBMT","12/27/2013","15:26:00","0"
"50252","50252","ACIDENTE","ROSÁRIO DO SUL","RS","***","12/26/2013","19:00:00","0"
"50390","50390","INCIDENTE","GUARULHOS","SP","SBGR","12/26/2013","23:40:00","0"
"50389","50389","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","12/23/2013","12:05:00","0"
"50388","50388","INCIDENTE","SÃO BERNARDO DO CAMPO","SP","***","12/22/2013","17:40:00","0"
"50654","50654","INCIDENTE","PASSO FUNDO","RS","SBPF","12/21/2013","15:00:00","0"
"50234","50234","ACIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","12/20/2013","15:35:00","0"
"50318","50318","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBPR","12/19/2013","17:00:00","0"
"50371","50371","INCIDENTE","ARACAJU","SE","***","12/19/2013","19:00:00","0"
"50383","50383","INCIDENTE","BELO HORIZONTE","MG","SBBH","12/19/2013","18:50:00","0"
"50384","50384","INCIDENTE","CAMPINAS","SP","***","12/19/2013","19:30:00","0"
"50240","50240","ACIDENTE","ITAQUI","RS","***","12/18/2013","11:45:00","3"
"50246","50246","ACIDENTE","TAPURAH","MT","***","12/18/2013","12:40:00","2"
"50251","50251","ACIDENTE","SANTO ANTÔNIO DO LEVERGER","MT","SWLV","12/18/2013","9:55:00","0"
"50315","50315","INCIDENTE GRAVE","PASSO FUNDO","RS","SBPF","12/18/2013","20:30:00","0"
"50319","50319","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","12/18/2013","20:14:00","0"
"50380","50380","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","12/18/2013","17:14:00","0"
"50381","50381","INCIDENTE","PRESIDENTE PRUDENTE","SP","SBDN","12/18/2013","11:40:00","0"
"50382","50382","INCIDENTE","SANTARÉM","PA","SBSN","12/18/2013","1:45:00","0"
"50674","50674","INCIDENTE","LONDRINA","PR","SBLO","12/18/2013","21:35:00","0"
"50238","50238","ACIDENTE","TERESINA","PI","SBTE","12/16/2013","21:48:00","6"
"50378","50378","INCIDENTE","BRASÍLIA","DF","SBBR","12/16/2013","16:00:00","0"
"50379","50379","INCIDENTE","BELO HORIZONTE","MG","SBBH","12/16/2013","2:01:00","0"
"50431","50431","INCIDENTE","MATRIZ DE CAMARAGIBE","AL","***","12/16/2013","18:14:00","0"
"50453","50453","ACIDENTE","FOZ DO IGUAÇU","PR","***","12/16/2013","19:42:00","0"
"50233","50233","ACIDENTE","CASCAVEL","PR","SBCA","12/15/2013","14:25:00","0"
"50248","50248","ACIDENTE","TUPI PAULISTA","SP","SDTI","12/15/2013","20:30:00","0"
"50516","50516","INCIDENTE GRAVE","UBERLÂNDIA","MG","SBUL","12/14/2013","22:49:00","0"
"50245","50245","ACIDENTE","PRIMAVERA DO LESTE","MT","***","12/13/2013","12:00:00","0"
"50412","50412","ACIDENTE","TERRA RICA","PR","***","12/13/2013","3:00:00","0"
"50565","50565","INCIDENTE","CAMPINAS","SP","***","12/11/2013","1:30:00","0"
"50239","50239","ACIDENTE","JUÍNA","MT","SWJN","12/10/2013","13:12:00","0"
"50346","50346","ACIDENTE","BRASÍLIA","DF","SIQE","12/10/2013","12:05:00","0"
"50354","50354","ACIDENTE","ITAPEVA","SP","SDYW","12/10/2013","20:00:00","0"
"50376","50376","INCIDENTE","RIO DE JANEIRO","RJ","***","12/10/2013","11:05:00","0"
"50377","50377","INCIDENTE","ALTAMIRA","PA","SBHT","12/10/2013","21:40:00","0"
"50531","50531","INCIDENTE","GURUPI","TO","***","12/8/2013","20:00:00","0"
"50344","50344","ACIDENTE","SANTA CRUZ DO RIO PARDO","SP","***","12/7/2013","10:00:00","1"
"50353","50353","ACIDENTE","ATIBAIA","SP","SDVH","12/7/2013","20:30:00","0"
"50564","50564","INCIDENTE","GUARULHOS","SP","SBGR","12/7/2013","7:00:00","0"
"50399","50399","INCIDENTE","MANAUS","AM","SBEG","12/6/2013","21:52:00","0"
"50515","50515","INCIDENTE GRAVE","BARRA DO GARÇAS","MT","SBBW","12/6/2013","20:48:00","0"
"50563","50563","INCIDENTE","GOIÂNIA","GO","***","12/6/2013","13:20:00","0"
"50343","50343","ACIDENTE","SOROCABA","SP","SBMT","12/5/2013","11:20:00","1"
"50561","50561","INCIDENTE","SÃO PAULO","SP","***","12/5/2013","20:00:00","0"
"50562","50562","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","12/5/2013","0:15:00","0"
"50342","50342","ACIDENTE","NOVO PROGRESSO","PA","SJNP","12/4/2013","14:30:00","4"
"50341","50341","ACIDENTE","PALMEIRA DAS MISSÕES","RS","SSPL","12/3/2013","17:30:00","0"
"50513","50513","INCIDENTE GRAVE","SÃO JOSÉ DOS PINHAIS","PR","SBCT","12/3/2013","14:10:00","0"
"50560","50560","INCIDENTE","LONDRINA","PR","SBLO","12/3/2013","12:20:00","0"
"50838","50838","ACIDENTE","MIRACATU","SP","***","12/3/2013","13:15:00","0"
"50374","50374","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/2/2013","0:27:00","0"
"50375","50375","INCIDENTE","RIO DE JANEIRO","RJ","***","12/2/2013","0:16:00","0"
"50557","50557","INCIDENTE","MANAUS","AM","SBEG","12/2/2013","11:17:00","0"
"50558","50558","INCIDENTE","RECIFE","PE","SBRF","12/2/2013","15:00:00","0"
"50559","50559","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/2/2013","0:17:00","0"
"50339","50339","ACIDENTE","MOGI MIRIM","SP","***","11/29/2013","19:30:00","0"
"50556","50556","INCIDENTE","GOIÂNIA","GO","SBGO","11/28/2013","15:13:00","0"
"50373","50373","INCIDENTE","NOVO PROGRESSO","PA","***","11/27/2013","18:46:00","0"
"50313","50313","INCIDENTE GRAVE","CACOAL","RO","SSKW","11/25/2013","12:32:00","0"
"50552","50552","INCIDENTE","LONDRINA","PR","***","11/24/2013","19:30:00","0"
"50554","50554","INCIDENTE","CAMPINAS","SP","SBKP","11/24/2013","11:06:00","0"
"50549","50549","INCIDENTE","VITÓRIA","ES","***","11/22/2013","13:05:00","0"
"50551","50551","INCIDENTE","CURITIBA","PR","SBBI","11/22/2013","17:35:00","0"
"50546","50546","INCIDENTE","RECIFE","PE","SBRF","11/21/2013","14:25:00","0"
"50547","50547","INCIDENTE","GOIÂNIA","GO","***","11/21/2013","1:19:00","0"
"50276","50276","INCIDENTE","BIRITIBA-MIRIM","SP","***","11/20/2013","15:30:00","0"
"50335","50335","ACIDENTE","UBERABA","MG","SBUR","11/20/2013","21:15:00","0"
"50337","50337","ACIDENTE","MANGARATIBA","RJ","***","11/20/2013","11:30:00","2"
"50352","50352","ACIDENTE","BOM DESPACHO","MG","***","11/16/2013","21:30:00","0"
"50275","50275","INCIDENTE","RIBAS DO RIO PARDO","MS","SDHP","11/15/2013","16:40:00","0"
"50545","50545","INCIDENTE","SALVADOR","BA","SBSV","11/15/2013","18:51:00","0"
"50325","50325","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","11/14/2013","23:54:00","0"
"50334","50334","ACIDENTE","GUARAMIRIM","SC","***","11/14/2013","19:00:00","0"
"50372","50372","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","11/14/2013","21:19:00","0"
"50544","50544","INCIDENTE","BELO HORIZONTE","MG","SBBH","11/14/2013","17:46:00","0"
"50273","50273","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","11/13/2013","14:00:00","0"
"50333","50333","ACIDENTE","JARINU","SP","***","11/11/2013","12:10:00","1"
"50132","50132","ACIDENTE","PARATY","RJ","***","11/10/2013","17:00:00","0"
"50511","50511","INCIDENTE GRAVE","ALMEIRIM","PA","***","11/10/2013","12:30:00","1"
"50131","50131","ACIDENTE","URUGUAIANA","RS","***","11/8/2013","21:10:00","0"
"50271","50271","INCIDENTE","ITAJUBÁ","MG","***","11/8/2013","20:15:00","0"
"50332","50332","ACIDENTE","CIANORTE","PR","SSCT","11/8/2013","18:00:00","0"
"50260","50260","INCIDENTE","RIO DE JANEIRO","RJ","***","11/7/2013","13:30:00","0"
"50259","50259","INCIDENTE","FERNANDO DE NORONHA","PE","SBFN","11/6/2013","18:42:00","0"
"50331","50331","ACIDENTE","SAPEZAL","MT","***","11/6/2013","10:40:00","1"
"50542","50542","INCIDENTE","POÇOS DE CALDAS","MG","***","11/6/2013","8:30:00","0"
"50543","50543","INCIDENTE","SALVADOR","BA","***","11/6/2013","12:37:00","0"
"50099","50099","INCIDENTE GRAVE","FORTALEZA","CE","SBFZ","11/4/2013","14:10:00","0"
"50258","50258","INCIDENTE","CAMPO GRANDE","MS","SBCG","11/4/2013","16:25:00","0"
"50324","50324","ACIDENTE","LAVRAS","MG","***","11/4/2013","13:30:00","0"
"50349","50349","ACIDENTE","TAPURAH","MT","***","11/4/2013","21:39:00","0"
"50517","50517","INCIDENTE","BELO HORIZONTE","MG","SBPR","11/2/2013","16:15:00","0"
"50535","50535","INCIDENTE","GUARULHOS","SP","SBGR","11/2/2013","16:00:00","0"
"50257","50257","INCIDENTE","TIETÊ","SP","SDET","10/31/2013","19:00:00","0"
"50322","50322","INCIDENTE GRAVE","SÃO LUÍS","MA","SBSL","10/30/2013","16:54:00","0"
"50321","50321","ACIDENTE","ITAITUBA","PA","***","10/29/2013","12:25:00","0"
"50097","50097","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","SBGL","10/27/2013","18:20:00","2"
"50317","50317","ACIDENTE","TANGARÁ DA SERRA","MT","SDVI","10/27/2013","13:00:00","0"
"50320","50320","ACIDENTE","ILHÉUS","BA","SBIL","10/27/2013","19:46:00","4"
"50534","50534","INCIDENTE","SÃO PAULO","SP","SBMT","10/25/2013","15:00:00","0"
"50214","50214","INCIDENTE","LONDRINA","PR","***","10/24/2013","23:00:00","0"
"50254","50254","INCIDENTE","PORTO ALEGRE","RS","SBPA","10/24/2013","12:33:00","0"
"50255","50255","INCIDENTE","VITÓRIA","ES","SBVT","10/24/2013","11:46:00","0"
"50213","50213","INCIDENTE","DOURADOS","MS","SSDO","10/23/2013","17:30:00","0"
"50533","50533","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","10/23/2013","19:15:00","0"
"50292","50292","ACIDENTE","JOINVILLE","SC","SBJV","10/22/2013","19:40:00","1"
"50314","50314","ACIDENTE","MUCUGÊ","BA","***","10/22/2013","20:06:00","7"
"50291","50291","ACIDENTE","MARICÁ","RJ","***","10/21/2013","18:40:00","2"
"50053","50053","ACIDENTE","CAMPO GRANDE","MS","SSAY","10/20/2013","18:40:00","0"
"50091","50091","ACIDENTE","CORUMBÁ","MS","***","10/19/2013","11:05:00","0"
"50176","50176","INCIDENTE","MARABÁ","PA","SBMA","10/19/2013","14:55:00","0"
"50192","50192","INCIDENTE","BRAGANÇA PAULISTA","SP","***","10/19/2013","12:00:00","0"
"50211","50211","INCIDENTE","RIO DE JANEIRO","RJ","***","10/19/2013","14:40:00","0"
"49968","49968","INCIDENTE","CAMPINAS","SP","***","10/18/2013","16:15:00","0"
"50173","50173","INCIDENTE","LONDRINA","PR","SBLO","10/18/2013","18:15:00","0"
"50174","50174","INCIDENTE","BELO HORIZONTE","MG","SBBH","10/18/2013","17:45:00","0"
"49967","49967","INCIDENTE","BELO HORIZONTE","MG","SBBH","10/16/2013","12:09:00","0"
"50095","50095","INCIDENTE GRAVE","ITAPIPOCA","CE","***","10/15/2013","14:30:00","2"
"49882","49882","ACIDENTE","RIO CLARO","SP","SDRK","10/14/2013","15:30:00","1"
"49892","49892","ACIDENTE","PROMISSÃO","SP","***","10/14/2013","20:10:00","1"
"49966","49966","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","10/13/2013","13:50:00","0"
"49880","49880","ACIDENTE","COTEGIPE","BA","***","10/12/2013","18:40:00","7"
"49933","49933","INCIDENTE GRAVE","VENDA NOVA DO IMIGRANTE","ES","***","10/12/2013","18:00:00","0"
"49934","49934","INCIDENTE GRAVE","VARGINHA","MG","SBVG","10/12/2013","12:25:00","0"
"49965","49965","INCIDENTE","FORTALEZA","CE","SBFZ","10/12/2013","10:25:00","0"
"49878","49878","ACIDENTE","QUATRO BARRAS","PR","***","10/11/2013","18:53:00","1"
"49962","49962","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","10/11/2013","23:15:00","0"
"49963","49963","INCIDENTE","TABATINGA","AM","SBTT","10/11/2013","14:30:00","0"
"49964","49964","INCIDENTE","LONDRINA","PR","***","10/11/2013","22:05:00","0"
"50093","50093","INCIDENTE GRAVE","SÃO PAULO","SP","SBMT","10/11/2013","22:50:00","0"
"50153","50153","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","10/11/2013","20:36:00","0"
"49932","49932","INCIDENTE GRAVE","PASSO FUNDO","RS","SSAQ","10/10/2013","18:07:00","0"
"49959","49959","INCIDENTE","BRAGANÇA PAULISTA","SP","SDJB","10/10/2013","16:40:00","0"
"49961","49961","INCIDENTE","VITÓRIA DA CONQUISTA","BA","SBQV","10/10/2013","17:17:00","0"
"49931","49931","INCIDENTE GRAVE","GOIÂNIA","GO","SBNV","10/9/2013","16:30:00","0"
"49958","49958","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","10/9/2013","13:24:00","0"
"49797","49797","INCIDENTE GRAVE","SALVADOR","BA","SBSV","10/6/2013","13:45:00","0"
"49957","49957","INCIDENTE","JOINVILLE","SC","SBJV","10/6/2013","22:30:00","0"
"49819","49819","INCIDENTE","BOA VISTA","RR","***","10/5/2013","18:30:00","0"
"49911","49911","ACIDENTE","ALEGRETE","RS","SSLT","10/5/2013","21:00:00","0"
"49935","49935","INCIDENTE GRAVE","MARICÁ","RJ","SDMC","10/5/2013","18:29:00","0"
"49792","49792","ACIDENTE","SÃO CAETANO DO SUL","SP","***","10/4/2013","15:30:00","0"
"49831","49831","INCIDENTE","BRASÍLIA","DF","***","10/3/2013","16:22:00","0"
"49832","49832","INCIDENTE","CARACARAÍ","RR","***","10/3/2013","13:28:00","0"
"49876","49876","ACIDENTE","SANTA RITA DO TRIVELATO","MT","***","10/3/2013","18:09:00","1"
"49798","49798","INCIDENTE GRAVE","CAMPO GRANDE","MS","SSKG","10/2/2013","20:00:00","0"
"49833","49833","INCIDENTE","MANAUS","AM","SBEG","10/2/2013","21:20:00","0"
"49951","49951","INCIDENTE","GUARULHOS","SP","SBGR","10/2/2013","9:30:00","0"
"49955","49955","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","10/1/2013","15:53:00","0"
"49956","49956","INCIDENTE","CASCAVEL","PR","SBCA","10/1/2013","18:45:00","0"
"51884","51884","INCIDENTE","ILHÉUS","BA","***","10/1/2013","19:47:00","0"
"49795","49795","ACIDENTE","SERRANO DO MARANHÃO","MA","***","9/29/2013","11:15:00","0"
"49796","49796","ACIDENTE","SANTO ANTÔNIO DO ARACANGUÁ","SP","***","9/29/2013","17:00:00","0"
"49754","49754","INCIDENTE","PORTO ALEGRE","RS","SBPA","9/28/2013","20:42:00","0"
"49691","49691","INCIDENTE GRAVE","TERESINA","PI","SBTE","9/26/2013","14:15:00","1"
"49954","49954","INCIDENTE","UBERLÂNDIA","MG","SBUL","9/26/2013","21:27:00","0"
"49753","49753","INCIDENTE","BELO HORIZONTE","MG","SBBH","9/25/2013","16:25:00","0"
"49712","49712","INCIDENTE","SÃO PAULO","SP","SBMT","9/24/2013","14:50:00","0"
"49711","49711","INCIDENTE","MARABÁ","PA","SBMA","9/23/2013","19:35:00","0"
"49953","49953","INCIDENTE","FLORIANÓPOLIS","SC","***","9/23/2013","10:50:00","0"
"49710","49710","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","9/22/2013","21:05:00","0"
"49671","49671","ACIDENTE","PLANALTINA","GO","***","9/21/2013","13:30:00","0"
"49616","49616","ACIDENTE","CALDAS NOVAS","GO","***","9/20/2013","13:31:00","0"
"49709","49709","INCIDENTE","MARINGÁ","PR","SBMG","9/20/2013","13:25:00","0"
"49708","49708","INCIDENTE","PORTO SEGURO","BA","SBPS","9/19/2013","12:17:00","0"
"49692","49692","INCIDENTE","BLUMENAU","SC","SSBL","9/18/2013","14:01:00","1"
"49751","49751","ACIDENTE","CUIABÁ","MT","SJCY","9/18/2013","11:30:00","0"
"49705","49705","INCIDENTE","JOINVILLE","SC","SBJV","9/17/2013","20:37:00","0"
"49706","49706","INCIDENTE","BELÉM","PA","SBBE","9/17/2013","19:31:00","0"
"49642","49642","INCIDENTE","UBERABA","MG","SBUR","9/16/2013","1:54:00","0"
"49814","49814","INCIDENTE GRAVE","CONSELHEIRO LAFAIETE","MG","SNKF","9/16/2013","17:02:00","0"
"49615","49615","ACIDENTE","ARAGARÇAS","GO","SJVO","9/15/2013","18:00:00","0"
"50348","50348","ACIDENTE","SAPEZAL","MT","***","9/15/2013","21:00:00","0"
"49640","49640","INCIDENTE","SÃO PAULO","SP","SBMT","9/14/2013","18:41:00","0"
"49641","49641","INCIDENTE","JARDIM","MS","SSJI","9/14/2013","13:53:00","0"
"49639","49639","INCIDENTE","BANANEIRAS","PB","SJFU","9/13/2013","14:15:00","0"
"49673","49673","INCIDENTE GRAVE","MARINGÁ","PR","SBMG","9/13/2013","13:15:00","0"
"50692","50692","ACIDENTE","AMERICANA","SP","SDAI","9/12/2013","17:30:00","0"
"49651","49651","ACIDENTE","MARICÁ","RJ","SDMC","9/11/2013","17:10:00","1"
"49704","49704","INCIDENTE","VALENÇA","BA","SNVB","9/11/2013","12:40:00","0"
"49624","49624","INCIDENTE","JOÃO PESSOA","PB","SBJP","9/10/2013","8:40:00","0"
"49638","49638","INCIDENTE","PARINTINS","AM","SWPI","9/10/2013","22:30:00","0"
"49637","49637","INCIDENTE","CABROBÓ","PE","***","9/9/2013","14:30:00","0"
"49620","49620","INCIDENTE GRAVE","UBERLÂNDIA","MG","SBUL","9/8/2013","18:00:00","0"
"49623","49623","INCIDENTE","CAMPINAS","SP","***","9/8/2013","23:49:00","0"
"49634","49634","INCIDENTE","VÁRZEA GRANDE","MT","SBCY","9/6/2013","14:05:00","0"
"49635","49635","INCIDENTE","MANAUS","AM","SBEG","9/6/2013","3:06:00","0"
"49636","49636","INCIDENTE","GOIÂNIA","GO","SBGO","9/6/2013","13:10:00","0"
"49612","49612","ACIDENTE","CARAZINHO","RS","SSKZ","9/5/2013","20:20:00","0"
"49614","49614","ACIDENTE","LEME","SP","SDLL","9/5/2013","14:40:00","0"
"49632","49632","INCIDENTE","VILA VELHA","ES","SIVU","9/4/2013","13:30:00","0"
"53104","53104","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","9/4/2013","17:44:00","6"
"49611","49611","ACIDENTE","BELÉM","PA","***","9/3/2013","17:45:00","1"
"49474","49474","ACIDENTE","ÁGUAS INTERNACIONAIS","**","***","9/2/2013","2:54:00","0"
"49594","49594","ACIDENTE","SIMPLÍCIO MENDES","PI","***","9/1/2013","9:32:00","0"
"49621","49621","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","9/1/2013","17:08:00","0"
"49702","49702","INCIDENTE","PIRAÍ DO SUL","PR","***","9/1/2013","18:30:00","0"
"49703","49703","INCIDENTE","LONDRINA","PR","SBLO","9/1/2013","17:58:00","0"
"49617","49617","INCIDENTE GRAVE","CACHOEIRO DE ITAPEMIRIM","ES","SNKI","8/31/2013","13:00:00","0"
"49618","49618","INCIDENTE GRAVE","GOIÂNIA","GO","SBGO","8/31/2013","12:21:00","4"
